"ID","CAT","COMPANY_NAME","EMAIL","ADDRESS","CITY","STATE","ZIPCODE","PHONE_NUMBER","FAX_NUMBER","SIC_CODE","SIC_DESCRIPTION","WEB_ADDRESS"
"234760","K","Kindred Partners LLC","jc@kindredsearch.com","209W6thStreet","OSSINING","NY","10562","9147622012","9147622103","9999","Unclassified","kindredpartners.com"
"234761","E","Exit Realty Town & Country Hom","heath4@frontiernet.net","7 Main St","Sidney","NY","13838","6075632068","null","6531","Real Estate","null"
"234762","C","Computer Rentals Of America","admin@aggraphics.com","1201 E Fayette Street","Syracuse","NY","13210","3154370159","3154370159","735910","Rental Service","AGGRAPHICS.COM"
"234763","M","MJ Peterson-Commercial","jknight@mjpeterson.com","501 John James Audubon Parkway","Buffalo","NY","14228","7166894155","null","6531","Real Estate","mjpcommercial.com"
"234764","L","Legend Electronics","tco-973d@16.8mhz  tco-973d@16.8mhz tco973d@16.8mhz tco","129 Court St","White Plains","NY","10601-4801","9144223305","9144223300","506519","Electronic Equipment & Supplies-Whol","www.legendny.com"
"234765","M","Mechanicstown Elementary Schl","lhatfield@ecsdm.org","435 E Main St","Middletown","NY","10940-2515","8453464868","8453415260","821103","Schools","www.middletowncityschools.org"
"234766","R","Registrant Ariel Kahana","ariel@agora-gallery.com","560 Broadway suite 502","NEW YORK","NY","10011","2122264151","null","738999","Business Services Nec","ONEBLUEDOT.COM^^SIGALSHAMAY.COM^^THELANDOFTHEHEBREWLETTERS.COM"
"234767","F","Fust Charles Chambers","jcharles@fcc-cpa.com","5786 Widewaters Pkwy","De Witt","NY","13214-1864","3154463899","3154463600","872101","Accountants","www.fcc-cpa.com"
"234768","T","Thorne Digital Media Group - Larry Thorne","lthorne@tdmg.net","300 West 49th Street - Suite 211","NEW YORK","NY","10018","6467348989","null","7319","Media services","SHOP-MANHATTAN.COM^^STICKYSHOPS.COM^^STICKYSHOPS.NET^^TDMG.NET"
"234769","P","Paul Post Realty","inthegap4u@twcny.rr.com","11 Main St","Massena","NY","13662-1951","3157695106","3157692414","653118","Real Estate","www.postrealty.com"
"234770","E","Expry","tmp-ny@nyc.rr.com","323 E 21st Street Apt 4d","NEW YORK","NY","10010","2123522897","2127278596","729903","Escort Service","ARTPHOTOPRINTS.COM"
"234771","B","Bessett Health Care","hr@bassett.org","125 Main St","Oneonta","NY","13820-2594","6075473192","6074330042","801101","Physicians & Surgeons","www.bassett.org"
"234772","C","Coldwell Banker Residential","cceraso@mlslirealtor.com","28 E Main St","Smithtown","NY","11787","6318639800","null","6531","Real Estate","null"
"234773","B","Bushwood Farm","jhusta@bushwoodfarm.com","4617 Atwood Road","STONE RIDGE","NY","12484","9146572349","null","019101","FARMS","bwhorsebrokers.com"
"234774","G","Gamestop","retailjobs@gamestop.com","702 S Meadow St","Ithaca","NY","14850-5361","2055927888","6072560459","594509","Games & Game Supplies","www.gamestop.com"
"234775","P","Patricia Rummel","jjfio123@cs.com","350 Hillside Ave","Williston Park","NY","11596","51674653200","-","522310","BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY, AND MOBILE HOME DEALERS","NAMB"
"234776","1","121 Marketing Association","clhayes@prodigy.net","400 Post Avenue Suite 304","SHERIDAN","NY","10013","2124142916","null","874213","Marketing Programs & Services","121marketing.org"
"234777","R","Roadway Express Inc","invoicing@roadway.com","91 Norman St","Rochester","NY","14613-1891","8042715164","5854580317","421309","Trucking-Motor Freight","www.roadway.com"
"234778","D","D HOUSEROCK PEOPLE","ellisdrs@erols.com","PO Box 630053","BRONX","NY","10468","7185190775","7185156045","175299","Floor Laying Contractor","JDUTKA.COM;JEWSDOT.COM;WULTEX.COM"
"234779","S","Showcase Homes L.L.C","marukos@webcombo.net","160-20A Willets Point Blvd 160-20A - Willets Point Blvd","WHITESTONE","NY","11357","7187677900","7187677909","738999","Business Services Nec","showcasehomesny.com"
"234780","G","GORDON; TOBY","wcds@iname.com","206 s. market str","JOHNSONVILLE","NY","12094","null","null","5999","Marketing NEC","AJEGUE.COM^^PUTARIA.COM^^SAFADAS.COM^^SEXO-NOW.COM^^TESUDAS.COM^^XXX-BR.COM"
"234781","W","Washburn Ellingwood Sheeler","cgetman@westcpapc.com","97 N Main St","Gloversville","NY","12078-3000","5187257835","5187257127","872101","Accountants","www.westcpapc.com"
"234782","C","Coldwell Banker Matherson","susan.daniels1@coldwellbanker.com","463 Montauk Hwy","West Islip","NY","11795","6315871700","null","6531","Real Estate","coldwellbankermatherson.com"
"234783","P","Park Studio","loftfari@catskill.net","58 Park Street","DE LANCEY","NY","13752","6077467019","6077468465","738947","Recording Studios","BLUEFARMDESIGN.COM"
"234784","P","PO Box 454","jsammann@thingsantique.com","null","FALLSBURG","NY","12733","8452921574","null","421304","Trucking","EZAUTOCLASSIFIEDS.COM;PEZCOUNTRY.COM;REGISTEREDDOMAINRAFFLES.COM;REGISTEREDDOMAINSFORSALE.COM;SCRECL"
"234785","E","Eaton Sales & Marketing","jim@eatonsales.net","65 Main St","Binghamton","NY","13905-2914","6077237626","6077237626","509908","Manufacturers-Agents & Representatives","www.eatonsales.net"
"234786","S","Staten Island University Hospital","skuziel@siuh.edu","One Edgewater Plaza - 7th Floor","STATEN ISLAND","NY","10305","7182264870","7182264609","806202","Hospitals","FERZLIBROTHERS.COM"
"234787","J","JP Racing Stable","sales@justsites.net","327 Calf Farm Road","MILLER PLACE","NY","11764","9544766761","null","019101","FARMS","JPRACINGSTABLE.COM;LACUSKYPORTRAITS.COM;MATRIXGROUPLTD.COM"
"234788","T","Thousand Islands Intl Council","autonite@aol.com","43373 Collins Landing Rd","Alexandria Bay","NY","13607 0000","3154825906","3154822520","839998","Non-Profit Organizations","www.visit1000islands.com"
"234789","D","Dance Shoppe","Litfin@dance-shoppe.com","140 Main St","Oneonta","NY","13820-2509","NULL","6074328970","569904","Dancing Supplies","NULL"
"234790","P","Perry Lucas","perry@gamespy.com","153 E 53rd Street 45th Floor","NEW YORK","NY","10021","2124073820","null","175299","Floor Laying Contractor","storm-front.com"
"234791","S","SPENCE; CINDY","hostmaster@thegraphiczone.com","169 Union Avenue","SALEM","NY","12865","5185818986","null","7389","Business Services NEC","GRAPHICZONESERVER.COM"
"234792","A","Abetter Mortgage","info@forabetterfuture.com","4 Atrium Dr # 220","Albany","NY","12205-1441","NULL","5184531090","616201","Real Estate Loans","NULL"
"234793","C","Cellar","Nicole@thecellar.org","325 E 14th St","New York","NY","10003-4255","NULL","2124777747","581301","Bars","NULL"
"234794","A","Anthony-Maravel Enterprises","ame@tiac.net","633 46th Street","BROOKLYN","NY","11233","7186331309","null","8999","Services NEC","AMEGLAD.COM"
"234795","C","Caledonian Real Estate","strykor@aol.com","5521StateRoute414;POBox211","Hector","NY","14841","6077962681","6077964127","653118","Real Estate","designbyessentialimages.com"
"234796","n","not available","eyecaremd@aol.com","33 Gold Street  Apt 306","NEW YORK","NY","10038","2127911440","2127914980","737415","Internet Service","EYESIGHTATWORK.COM^^TRANSITIONSMD.COM^^TRANSITIONSMD.NET^^TRANSITIONSMD.ORG^^VISIONATTHECOMPUTER.COM"
"234797","E","Epicure Boutique Catering","epicure@hvi.net","19 wendy drive","POUGHKEEPSIE","NY","12602","9144899034","null","581212","Caterers","EPICURECATERERS.COM"
"234798","C","Cravath Swaine & Moore","jksheff@cravath.com","825 8th Ave","New York","NY","10019-7475","2124743556","2123070771","811103","Attorneys","www.cravath.com"
"234799","G","Guidance In Giving Inc","mrcgig@aol.com","225 Snedecor Ave","Bayport","NY","11705-1718","6314726109","6314726109","839907","Fund Raising Counselors & Organizations","www.guidanceingiving.com"
"234800","W","Weiss & Co","syankovich@weissandco.com","22 W 38th St # 12","New York","NY","10018-6269","2127643269","2123023400","872101","Accountants","www.weissandco.com"
"234801","B","Business Council Of NYS Inc","karen@watertownny.com","152 Washington Ave","Albany","NY","12210-2289","5184630699","5184657511","861102","Associations","www.bcnys.org"
"234802","F","Frias Marketing","nowiamwalking@aol.com","200 Eastern Parkway","ROCHESTER","NY","11950","6313955828","null","874213","Marketing Programs & Services","FRIASMARKETING.COM"
"234803","R","Ryan Library","wbrown@iona.edu","715 North Ave","New Rochelle","NY","10801-1830","9146332136","9146332350","823109","Libraries-Institutional","www.iona.edu"
"234804","S","Sewing Services","sewcreativ@email.msn.com","1767 Central Ave.","ALBANY","NY","12204","5184560602","5188775653","8999","Services NEC","sewexcited.com"
"234805","J","Jason Rahm & Assoc","JasonR@jasonrahm.com","310 E 70th St","New York","NY","10021-8609","NULL","2127720319","599965","Artists Materials & Supplies","NULL"
"234806","N","Newman Realty Inc","hcolon@mlslirealtor.com","341 Hempstead Ave","Malverne","NY","11565","5165992800","null","6531","Real Estate","null"
"234807","L","LA Fayette Alliance Church","rfgates@twcny.rr.com","6069 Us Route 20","La Fayette","NY","13084-3403","3156773452","3156779810","866107","Churches","www.lafayettealliance.org"
"234808","P","Prudential Douglas Elliman Re","virgiliojc@aol.com","39-09A Main Street 2Nd Floor","Flushing","NY","11355","71888809090","-","653118","Real Estate","NAMB"
"234809","C","Crosswinds Development Studio","brw@unique-computing.com","6 Delaware Avenue","SIDNEY","NY","13838","6077299770","6077299770","738947","Recording Studios","UNIQUE-COMPUTING.COM"
"234810","M","Mahler Realty","erik@mahlerrealty.com","1030 Merrick Rd","Baldwin","NY","11510","5162233111","null","6531","Real Estate","null"
"234811","H","HOPHINS AUDIOMETER SALES & SERVICE","tomfitzy@optonline.net","6 ROBIN RD","SMITHTOWN","NY","11745","6314230797","6319803854","7359","Audio-Visual equipment","HOPKINSAUDIOMETER.COM"
"234812","R","Realty Usa","jaurelia@realtyusa.com","600 N Greenbush Rd","Rensselaer","NY","12144-8412","5182861000","null","6531","Real Estate","null"
"234813","C","Century 21 Future Homes Realty","kkatrinattrrs@aol.com","926 Allerton Avenue","Bronx","NY","10469","7185153200","null","6531","Real Estate","null"
"234814","M","Moog Inc","jriedel@moog.com","300 Jamison Rd","East Aurora","NY","14052 0000","7166874457","7166522000","506328","Controls Control Systs/Regulators (Whol)","www.moog-pegasus.com"
"234815","D","Daniel Tarpey","frozen@freezeup.net","4051greatplainsway","LINDENHURST","NY","11757","null","null","9999","Unclassified","ikomp99.net"
"234816","K","K.S. Art","gkg@rhg.cps.com","73 Leonard Street","NEW YORK","NY","10013","9134848777","9136428777","841210","Art","ksartonline.com"
"234817","Y","Young Realty Inc","mtoussaint1@mlslirealtor.com","1011 Woodfield Rd","West Hempstead","NY","11552-4337","5165944444","null","6531","Real Estate","null"
"234818","K","KGA Publishing","kgapub@idt.net","885 Smithtown Ave","BLUE POINT","NY","11715","6315674394","null","273198","Books","PORNOUT.ORG"
"234819","O","Oak Hill Associates; Inc","jasp30@aolcom","3923 Oak Hill Road","MARCELLUS","NY","13108","3156873369","null","861102","Associations","JASEKAPPRAISALCOM"
"234820","U","US Post Office","harry.e.spratlin@usps.gov","8483 Ridge Rd","Alton","NY","14413 0000","2567284493","3154834763","431101","Post Offices","www.usps.com"
"234821","s","sheenarealty","jkoshy@erols.com","13hickorydriv","GREATNECK","NY","11020","5168298100","null","653118","Real Estate","INSURANCEDISABILITY.COM^^NYDBL.COM"
"234822","W","Widmer Wine Cellars","john.moramarco@cbrands.com","1 Lake Niagara Ln","Naples","NY","14512-9799","716-374-2028","716-374-6311","2084","Wines","Brandy"
"234823","G","Gilder Lehrman Institute","serber@gilderlehrman.org","19 W 44th St # 500","New York","NY","10036-5900","6463669669","6463669666","839998","Non-Profit Organizations","www.gilderlehrman.org"
"234824","L","Lloyd C. Nathan","lloyd@gribouille.com","Nathan Entertainment - 22 W 19 St Flr 2","NEW YORK","NY","10010","2124622900","2124624700","792227","Entertainers","VIRTUALCHARACTER.COM^^VIRTUALCHARACTERS.COM"
"234825","B","Broad Street Productions","dhdryfuss@broadstreet.com","920 Broadway","NEW YORK","NY","10010","2127805700","2127805710","738999","Business Services Nec","AOLTVBIZ.COM^^AOLTVLAUNCH.COM^^BROADSTREETGROUP.COM^^BROADSTREETGROUP.NET^^BROADSTREETGROUP.ORG^^BRO"
"234826","S","SAM CONSULTING","bob.weber.l8cj@statefarm.com","2503 Carmel Avenue #150 PMB 150","Brewster","NY","10509","null","9147626363","628203","Financial Advisory Services","www.dcdinsurance.com"
"234827","B","Brookdale Electronics; Inc.","monkey2@soho.ios.com","45 West Jefryn Blvd. - Suite 108","CORAM","NY","11727","5162428033","null","5731","Electronics","TCXO.ORG^^VCXO.ORG"
"234828","T","Two Nice Music Productions","pokefun@themail.com","21 WEST ST APT 26B","BROOKLYN","NY","10598","9143286021","null","573609","Music Dealers","twonicemusic.com"
"234829","O","OSU Realty Corp - CAS Apprsl","jyavorski@citlink.net","769 East Main St","Middletown","NY","10940","8453436463","null","6531","Real Estate","null"
"234830","C","Cornell University","benefits@cornell.edu","337 Pine Tree Rd","Ithaca","NY","14850-2820","6072548305","6072548370","822101","Schools-Universities & Colleges Academic","www.ohr.cornell.edu"
"234831","R","RECAP Head Start","info@recap.com","157 Linden Ave","Middletown","NY","10940-4734","8453411271","8453434191","832218","Social Service & Welfare Organizations","www.recap.com"
"234832","S","Seaville Realty of Suff Cty Inc","mkeeling@mlslirealtor.com","215 Montauk Hwy","Sayville","NY","11782","6315632070","null","6531","Real Estate","null"
"234833","A","AKATERINI INC","sms_consultant@hotmail.com","17 Mill Race Drive","PORT CHESTER","NY","10573","9147208871","null","871111","Engineers","akaterini.com"
"234834","A","Anfi Sali","investsolutions@webtv.net","12345 XYZ","SCHENECTADY","NY","12345","9143398828","9143398835","701101","Hotels & Motels","INVESTINGFINANCINGSOLUTIONS.COM^^INVESTINGSOLUTIONS.NET"
"234835","E","ERIC ALPER","webmaster@gigabuyte.com","null","AMAGANSETT","NY","11930","7139742717","null","737311","Website Design Service","ORGANIXTOGO.COM"
"234836","C","CITY OF ROCHESTER NY","carols@ci.rochester.lib.ny.us","51 South Fitzhugh St","ROCHESTER","NY","14613","7164287403","null","074201","Animal services","911ROCHESTER.COM;911ROCHESTER.NET;911ROCHESTER.ORG;CITYLIVINGSUNDAYS.COM;CITYLIVINGSUNDAYS.NET;CITYL"
"234837","S","SOHK SPORTSWEAR;","sohkcm@aol.com","106-11 Northern Blvd","FLUSHING","NY","11367","7188981113","null","569947","Apparel & Garments","sohk.biz"
"234838","B","BridgeCom International","bridgeco@bestweb.net","50 Broad Street 2nd Floor","NEW YORK","NY","10548","9142421100","null","175299","Floor Laying Contractor","bridgecomtel.com"
"234839","C","Coldwell Banker Beach West","jdiamon9@optonline.net","152 E Park Ave","Long Beach","NY","11561","5164327900","null","6531","Real Estate","null"
"234840","U","Upstate NY District Church","cad4263@aol.com","4921 W Genesee St","Camillus","NY","13031-2358","3156972349","3154680868","866107","Churches","www.upstatedistrict.org"
"234841","S","SKYLINE FLIGHTOURS; INC.","dlaby@hotmail.com","26 Valley Lane West","VALLEY STREAM","NY","11580","5167915719","null","799963","Sightseeing Tours","skylineflight.com"
"234842","e","entertainment","bludrum69@aol.com","32 fellows","CLIFTON PARK","NY","12065","5183832507","null","792227","Entertainers","BLUECREEKCOUNTRY.COM"
"234843","b","bcouchkitchenlink.com","sarah@healthyoven.com","80 Parkerhouse Road","ROCHESTER","NY","14622","9142710899","9142719279","809907","Health Services","BAKING911.NET^^BAKING911.ORG^^BARBEQUING911.COM^^HOLIDAYCOOKING911.COM^^KIDSCOOKING911.COM"
"234844","U","US Post Office","harry.e.spratlin@usps.gov","101 E Cortland St","Groton","NY","13073-9998","2567284493","6078985116","431101","Post Offices","www.usps.com"
"234845","I","Institute-East West Studies","prague@ewi.info","700 Broadway # 2","New York","NY","10003-9536","2128244149","2128244100","839998","Non-Profit Organizations","www.ewi.info"
"234846","E","Ernst Internatinal","leslie@optonline.net","31 Gardiners Lane","GREENPORT","NY","11944","6317236902","null","738999","Business Services Nec","ERNSTINTERNATIONAL.COM"
"234847","C","Century 21","pabrams@laffey.com","191 Hillside Ave","Williston Park","NY","11596-1718","5164822751","5167413070","653118","Real Estate","www.laffey.net"
"234848","G","Grant Bremer","gbremer@echonyc.com","4009W49thStreet","BROOKLYN","NY","11217","7186257623","null","9999","Unclassified","CYCLOSPORTIF.COM^^LEGHAIR.COM"
"234849","K","KHAN","markr@servtech.com","94 E Squire Drive #2","ROCHESTER","NY","14622","7163343440","null","737904","Computers","ASIRECALL.COM^^LAKELANDSCONCRETE.COM^^RAMSCOMPUTER.COM^^SITES-ONLINE.COM"
